order_id,source_order_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,temp_min,temp_max,line,due_sort,campaign_id,campaign_tons,is_virtual,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,temp_conflict,group_switch,non_pc_direct_switch,global_seq,line_seq
0030084911-000010#M206,0030084911-000010,HC340/590DP,DP,1360.0,1.0,840.0,24.0,52.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,44,1437.0,0.8,DP,77.0,False,False,False,False,False,False,29,29
0030085175-000080#M146,0030085175-000080,HC340/590DP,DP,1360.0,1.2,840.0,24.0,52.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,45,1360.0,1.0,DP,0.0,False,False,False,False,False,False,30,30
0030085341-000010#M113,0030085341-000010,DC05,IF,1374.0,0.6,835.0,24.0,182.0,2025-11-30,大辊,big_only,2.0,835.0,835.0,big_roll,2025-11-30,1,1327.0,False,47,1360.0,1.2,DP,-14.0,True,False,True,False,True,True,31,31
0030084950-000030#M234,0030084950-000030,DC06,IF,1310.0,0.7,840.0,22.5,75.0,2025-10-31,大辊,big_only,2.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,48,1374.0,0.6,IF,64.0,False,False,False,False,False,False,32,32
0030084752-000010#M224,0030084752-000010,DC06,IF,1283.0,0.65,840.0,22.5,75.0,2025-11-30,大辊,big_only,2.0,840.0,840.0,big_roll,2025-11-30,1,1327.0,False,49,1310.0,0.7,IF,27.0,False,False,False,False,False,False,33,33
0030083932-000030#M435,0030083932-000030,DC06,IF,1240.0,0.8,840.0,21.5,72.0,2025-10-31,大辊,big_only,2.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,50,1283.0,0.65,IF,43.0,False,False,False,False,False,False,34,34
0030082941-000040#M589,0030082941-000040,DC05,IF,1250.0,2.3,835.0,21.5,72.0,2025-10-31,大辊,big_only,2.0,835.0,835.0,big_roll,2025-10-31,1,1327.0,False,52,1240.0,0.8,IF,-10.0,True,False,True,False,False,False,35,35
0030085175-000160#M151,0030085175-000160,HC340/590DP,DP,1250.0,2.0,840.0,21.5,72.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,54,1250.0,2.3,IF,0.0,False,False,False,False,True,True,36,36
0030083988-000070#M411,0030083988-000070,DC03,IF钢,1262.0,1.95,815.0,22.5,75.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,big_roll,2025-10-31,1,1327.0,False,56,1250.0,2.0,DP,-12.0,True,False,False,False,True,True,37,37
0030086415-000010#M13,0030086415-000010,HC180Y,BH,1320.0,1.15,835.0,22.5,100.0,2025-11-30,大辊,big_only,3.0,835.0,835.0,big_roll,2025-11-30,1,1327.0,False,58,1262.0,1.95,IF钢,-58.0,True,False,True,False,True,True,38,38
0030084637-000010#M261,0030084637-000010,DC05,IF,1250.0,0.6,835.0,21.5,84.7,2025-10-31,大辊,big_only,2.0,835.0,835.0,big_roll,2025-10-31,1,1327.0,False,60,1320.0,1.15,BH,70.0,False,False,True,False,True,True,39,39
0030085341-000030#M107,0030085341-000030,DC04,IF,1174.0,0.6,830.0,21.5,120.0,2025-11-30,大辊,big_only,2.0,830.0,830.0,big_roll,2025-11-30,1,1327.0,False,62,1250.0,0.6,IF,76.0,False,False,False,False,False,False,40,40
0030084950-000010#M236,0030084950-000010,DC04,IF,1140.0,0.7,830.0,21.5,174.62,2025-10-31,大辊,big_only,2.0,830.0,830.0,big_roll,2025-10-31,1,1327.0,False,63,1174.0,0.6,IF,34.0,False,False,False,False,False,False,41,41
0030083377-000020#M552,0030083377-000020,DC04,IF,1230.0,0.7,830.0,21.5,72.0,2025-10-31,大辊,big_only,2.0,830.0,830.0,big_roll,2025-10-31,1,1327.0,False,65,1140.0,0.7,IF,-90.0,True,False,False,False,False,False,42,42
0030084081-000010#M368,0030084081-000010,DC05,IF,1230.0,0.65,835.0,21.5,72.0,2025-10-31,大辊,big_only,2.0,835.0,835.0,big_roll,2025-10-31,1,1327.0,False,66,1230.0,0.7,IF,0.0,False,False,False,False,False,False,43,43
0030085652-000010#M88,0030085652-000010,T280VK,DP,1228.0,1.4,840.0,21.5,144.0,2025-11-30,大辊,big_only,3.0,840.0,840.0,big_roll,2025-11-30,1,1327.0,False,68,1230.0,0.65,IF,2.0,False,False,True,False,True,True,44,44
0030084752-000030#M204,0030084752-000030,HC340/590DP,DP,1223.0,1.6,840.0,21.5,120.0,2025-11-30,大辊,big_only,3.0,840.0,840.0,big_roll,2025-11-30,1,1327.0,False,69,1228.0,1.4,DP,5.0,False,False,False,False,False,False,45,45
0030085386-000010#M170,0030085386-000010,HC340/590DP,DP,1189.0,1.4,840.0,21.5,96.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,70,1223.0,1.6,DP,34.0,False,False,False,False,False,False,46,46
0030084752-000020#M233,0030084752-000020,HC340/590DP,DP,1198.0,1.4,840.0,21.5,72.0,2025-11-30,大辊,big_only,3.0,840.0,840.0,big_roll,2025-11-30,1,1327.0,False,72,1189.0,1.4,DP,-9.0,True,False,False,False,False,False,47,47
0030085175-000150#M163,0030085175-000150,HC340/590DP,DP,1200.0,2.0,840.0,21.5,72.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,74,1198.0,1.4,DP,-2.0,True,False,True,False,False,False,48,48
0030082156-000390#M684,0030082156-000390,HC340/590DP,DP,1200.0,2.0,840.0,21.5,96.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,75,1200.0,2.0,DP,0.0,False,False,False,False,False,False,49,49
0030082156-000380#M654,0030082156-000380,HC340/590DP,DP,1185.0,2.0,840.0,21.5,96.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,77,1200.0,2.0,DP,15.0,False,False,False,False,False,False,50,50
0030082156-000370#M667,0030082156-000370,HC340/590DP,DP,1170.0,2.0,840.0,21.5,96.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,78,1185.0,2.0,DP,15.0,False,False,False,False,False,False,51,51
0030082156-000360#M688,0030082156-000360,HC340/590DP,DP,1150.0,2.0,840.0,21.5,88.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,79,1170.0,2.0,DP,20.0,False,False,False,False,False,False,52,52
0030082156-000340#M642,0030082156-000340,HC340/590DP,DP,1120.0,2.0,840.0,21.5,66.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,80,1150.0,2.0,DP,30.0,False,False,False,False,False,False,53,53
0030082156-000350#M677,0030082156-000350,HC340/590DP,DP,1100.0,2.0,840.0,21.5,66.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,81,1120.0,2.0,DP,20.0,False,False,False,False,False,False,54,54
0030084876-000020#M216,0030084876-000020,HC340/590DP,DP,1125.0,1.0,840.0,21.5,66.0,2025-10-31,大辊,big_only,3.0,840.0,840.0,big_roll,2025-10-31,1,1327.0,False,83,1100.0,2.0,DP,-25.0,True,False,True,False,False,False,55,55
0030084058-000010#M377,0030084058-000010,DC01,PC,1122.0,1.5,810.0,21.5,66.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,big_roll,2025-10-31,1,1327.0,False,85,1125.0,1.0,DP,3.0,False,False,True,False,True,True,56,56
0030084752-000040#M200,0030084752-000040,T250P1,加磷高强、烘烤硬化钢,1104.0,1.15,830.0,21.5,74.7,2025-11-30,大辊,big_only,1.0,830.0,830.0,big_roll,2025-11-30,1,1327.0,False,86,1122.0,1.5,PC,18.0,False,False,False,False,True,True,57,57
0020049280-000020#M607,0020049280-000020,DC01,PC,919.0,0.9,810.0,18.5,84.8,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,big_roll,2025-11-15,1,1327.0,False,87,1104.0,1.15,加磷高强、烘烤硬化钢,185.0,False,False,False,False,True,True,58,58
0020049084-000040#M700,0020049084-000040,DC01,PC,1803.0,0.9,810.0,25.5,120.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,1,,,,,False,False,False,False,False,False,59,1
0020049084-000060#M698,0020049084-000060,DC01,PC,1803.0,1.0,810.0,25.5,150.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,2,1803.0,0.9,PC,0.0,False,False,False,False,False,False,60,2
0020049085-000010#M701,0020049085-000010,DC01,PC,1803.0,1.0,810.0,25.5,210.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,3,1803.0,1.0,PC,0.0,False,False,False,False,False,False,61,3
0030084012-000010#M280,0030084012-000010,DC01,PC,1680.0,0.8,810.0,24.0,130.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,4,1803.0,1.0,PC,123.0,False,False,False,False,False,False,62,4
0020050205-000040#M290,0020050205-000040,DC01,PC,1700.0,0.8,810.0,25.5,53.54,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,6,1680.0,0.8,PC,-20.0,True,False,False,False,False,False,63,5
0030081238-000040#M710,0030081238-000040,T1500HS,HOTFORM,1590.0,1.4,840.0,24.0,806.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,8,1700.0,0.8,PC,110.0,False,False,True,False,True,True,64,6
0030081238-000020#M706,0030081238-000020,T1500HS,HOTFORM,1600.0,1.5,840.0,24.0,156.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,10,1590.0,1.4,HOTFORM,-10.0,True,False,False,False,False,False,65,7
0030081238-000010#M705,0030081238-000010,T1500HS,HOTFORM,1600.0,1.8,840.0,24.0,248.22,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,11,1600.0,1.5,HOTFORM,0.0,False,False,False,False,False,False,66,8
0030081238-000060#M709,0030081238-000060,T1500HS,HOTFORM,1600.0,1.2,840.0,24.0,312.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,13,1600.0,1.8,HOTFORM,0.0,False,False,True,False,False,False,67,9
0030081238-000030#M707,0030081238-000030,T1500HS,HOTFORM,1600.0,1.4,840.0,24.0,78.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,14,1600.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,68,10
0030081238-000050#M708,0030081238-000050,T1500HS,HOTFORM,1600.0,1.4,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,15,1600.0,1.4,HOTFORM,0.0,False,False,False,False,False,False,69,11
0020050205-000060#M301,0020050205-000060,DC01,PC,1596.0,0.95,810.0,24.0,150.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,17,1600.0,1.4,HOTFORM,4.0,False,False,True,False,True,True,70,12
0030085346-000010#M116,0030085346-000010,T1500HS,HOTFORM,1563.0,1.4,840.0,24.0,676.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1512.5,False,19,1596.0,0.95,PC,33.0,False,False,True,False,True,True,71,13
0030081403-000040#M702,0030081403-000040,T1500HS,HOTFORM,1558.0,1.2,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,21,1563.0,1.4,HOTFORM,5.0,False,False,False,False,False,False,72,14
0020049964-000030#M473,0020049964-000030,DC01-D,PC,1500.0,1.15,815.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,23,1558.0,1.2,HOTFORM,58.0,False,False,False,False,True,True,73,15
0020049964-000060#M452,0020049964-000060,DC01-D,PC,1500.0,1.4,815.0,24.0,156.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,24,1500.0,1.15,PC,0.0,False,False,False,False,False,False,74,16
0020049965-000050#M458,0020049965-000050,DC01-D,PC,1500.0,1.2,815.0,24.0,130.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,25,1500.0,1.4,PC,0.0,False,False,False,False,False,False,75,17
0020049967-000030#M482,0020049967-000030,DC01-D,PC,1500.0,1.0,815.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,26,1500.0,1.2,PC,0.0,False,False,False,False,False,False,76,18
0020049964-000010#M481,0020049964-000010,DC01-D,PC,1500.0,1.0,815.0,24.0,53.36,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,27,1500.0,1.0,PC,0.0,False,False,False,False,False,False,77,19
0020049967-000040#M466,0020049967-000040,DC01-D,PC,1500.0,1.2,815.0,24.0,156.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,28,1500.0,1.0,PC,0.0,False,False,False,False,False,False,78,20
0020049964-000050#M474,0020049964-000050,DC01-D,PC,1500.0,1.35,815.0,24.0,131.62,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,29,1500.0,1.2,PC,0.0,False,False,False,False,False,False,79,21
0020049964-000070#M464,0020049964-000070,DC01-D,PC,1500.0,1.5,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,30,1500.0,1.35,PC,0.0,False,False,False,False,False,False,80,22
0020049964-000090#M472,0020049964-000090,DC01-D,PC,1500.0,1.75,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,31,1500.0,1.5,PC,0.0,False,False,False,False,False,False,81,23
0020049964-000110#M450,0020049964-000110,DC01-D,PC,1500.0,1.9,815.0,24.0,53.72,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,32,1500.0,1.75,PC,0.0,False,False,False,False,False,False,82,24
0020049964-000100#M477,0020049964-000100,DC01-D,PC,1500.0,1.8,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,33,1500.0,1.9,PC,0.0,False,False,False,False,False,False,83,25
0020049276-000020#M616,0020049276-000020,SPCC,PC,1500.0,1.43,805.0,24.0,105.44,2025-10-31,大辊/小辊,dual,1.0,805.0,805.0,small_roll,2025-10-31,1,1512.5,False,34,1500.0,1.8,PC,0.0,False,False,False,False,False,False,84,26
0030085364-000030#M123,0030085364-000030,T1500HS,HOTFORM,1500.0,1.2,840.0,24.0,78.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1512.5,False,35,1500.0,1.43,PC,0.0,False,False,False,False,True,True,85,27
0030081403-000050#M704,0030081403-000050,T1500HS,HOTFORM,1455.0,1.2,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1512.5,False,36,1500.0,1.2,HOTFORM,45.0,False,False,False,False,False,False,86,28
0030085399-000050#M142,0030085399-000050,T1500HS,HOTFORM,1455.0,1.4,840.0,24.0,104.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1512.5,False,37,1455.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,87,29
0030085364-000040#M141,0030085364-000040,T1500HS,HOTFORM,1448.0,1.6,840.0,24.0,78.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1512.5,False,39,1455.0,1.4,HOTFORM,7.0,False,False,False,False,False,False,88,30
0020050208-000040#M273,0020050208-000040,DC01,PC,1500.0,1.4,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,41,1448.0,1.6,HOTFORM,-52.0,True,False,False,False,True,True,89,31
0020049983-000080#M429,0020049983-000080,DC01,PC,1500.0,1.1,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,42,1500.0,1.4,PC,0.0,False,False,False,False,False,False,90,32
0020050208-000020#M275,0020050208-000020,DC01,PC,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,43,1500.0,1.1,PC,0.0,False,False,False,False,False,False,91,33
0020050205-000130#M309,0020050205-000130,DC01,PC,1500.0,1.2,810.0,24.0,240.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,44,1500.0,1.2,PC,0.0,False,False,False,False,False,False,92,34
0020050208-000010#M272,0020050208-000010,DC01,PC,1500.0,1.0,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,45,1500.0,1.2,PC,0.0,False,False,False,False,False,False,93,35
0020050276-000040#M254,0020050276-000040,DC01,PC,1500.0,1.0,810.0,24.0,53.48,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,46,1500.0,1.0,PC,0.0,False,False,False,False,False,False,94,36
VIRTUAL-00001,,VIRTUAL_PC,普碳,1500.0,0.9,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1512.5,True,47,1500.0,1.0,PC,0.0,False,False,False,False,True,False,95,37
VIRTUAL-00002,,VIRTUAL_PC,普碳,1500.0,0.7,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1512.5,True,48,1500.0,0.9,普碳,0.0,False,False,False,False,False,False,96,38
0020049965-000070#M449,0020049965-000070,DC01-D,PC,1500.0,0.6,815.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1512.5,False,49,1500.0,0.7,普碳,0.0,False,False,False,False,True,False,97,39
VIRTUAL-00003,,VIRTUAL_PC,普碳,1500.0,0.7,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1512.5,True,50,1500.0,0.6,PC,0.0,False,False,False,False,True,False,98,40
0020049982-000020#M447,0020049982-000020,DC01,PC,1500.0,0.8,810.0,24.0,192.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,51,1500.0,0.7,普碳,0.0,False,False,False,False,True,False,99,41
0020049983-000060#M422,0020049983-000060,DC01,PC,1500.0,0.9,810.0,24.0,121.98,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,52,1500.0,0.8,PC,0.0,False,False,False,False,False,False,100,42
VIRTUAL-00004,,VIRTUAL_PC,普碳,1500.0,1.0,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1512.5,True,53,1500.0,0.9,PC,0.0,False,False,False,False,True,False,101,43
0020050276-000050#M262,0020050276-000050,DC01,PC,1500.0,1.2,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,54,1500.0,1.0,普碳,0.0,False,False,False,False,True,False,102,44
0020050208-000050#M266,0020050208-000050,DC01,PC,1500.0,1.5,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1512.5,False,55,1500.0,1.2,PC,0.0,False,False,False,False,False,False,103,45
