order_id,source_order_id,parent_order_id,lot_id,grade,steel_group,width,thickness,tons,backlog,due_date,roll_type,line_capability,priority,due_bucket,due_rank,line,line_source,proc_hours_big,proc_hours_small,proc_hours,is_virtual,force_break_before,campaign_id,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,group_switch,non_pc_direct_switch,temp_conflict,line_order_local,global_seq,line_seq,campaign_seq,campaign_real_seq,line_name,width_jump_violation_real,thickness_violation_real,non_pc_direct_switch_real
VIRTUAL-00024,,,,VIRTUAL_PC,PC,1353.7,1.133,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,41,1354.0,1.35,PC,0.2999999999999545,False,False,False,False,False,False,41,41,41,41,41,大辊线,False,False,False
VIRTUAL-00025,,,,VIRTUAL_PC,PC,1353.3,0.917,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,42,1353.7,1.133,PC,0.40000000000009095,False,False,False,False,False,False,42,42,42,42,42,大辊线,False,False,False
0030084062-000010,0030084062-000010,0030084062-000010,0030084062-000010,HC180Y,BH,1353.0,0.7,24.0,130.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.2222222222222222,0.2807017543859649,0.2222222222222222,False,False,1,43,1353.3,0.917,PC,0.2999999999999545,False,False,False,True,False,False,43,43,43,43,43,大辊线,False,False,False
VIRTUAL-00026,,,,VIRTUAL_PC,PC,1352.5,0.75,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,44,1353.0,0.7,BH,0.5,False,False,False,True,False,False,44,44,44,44,44,大辊线,False,False,False
0030084752-000070,0030084752-000070,0030084752-000070,0030084752-000070,HC340/590DP,DP,1352.0,0.8,24.0,52.0,2025-11-30,大辊,big_only,3,overdue,0,big_roll,big_only,0.2222222222222222,0.2807017543859649,0.2222222222222222,False,False,1,45,1352.5,0.75,PC,0.5,False,False,False,True,False,False,45,45,45,45,45,大辊线,False,False,False
VIRTUAL-00027,,,,VIRTUAL_PC,PC,1347.5,1.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,46,1352.0,0.8,DP,4.5,False,False,False,True,False,False,46,46,46,46,46,大辊线,False,False,False
VIRTUAL-00028,,,,VIRTUAL_PC,PC,1343.0,1.2,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,47,1347.5,1.0,PC,4.5,False,False,False,False,False,False,47,47,47,47,47,大辊线,False,False,False
VIRTUAL-00029,,,,VIRTUAL_PC,PC,1338.5,1.4,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,48,1343.0,1.2,PC,4.5,False,False,False,False,False,False,48,48,48,48,48,大辊线,False,False,False
VIRTUAL-00030,,,,VIRTUAL_PC,PC,1334.0,1.6,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,49,1338.5,1.4,PC,4.5,False,False,False,False,False,False,49,49,49,49,49,大辊线,False,False,False
VIRTUAL-00031,,,,VIRTUAL_PC,PC,1329.5,1.8,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,50,1334.0,1.6,PC,4.5,False,False,False,False,False,False,50,50,50,50,50,大辊线,False,False,False
0030082156-000430,0030082156-000430,0030082156-000430,0030082156-000430,HC340/590DP,DP,1325.0,2.0,22.5,75.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.1875,0.23684210526315788,0.1875,False,False,1,51,1329.5,1.8,PC,4.5,False,False,False,True,False,False,51,51,51,51,51,大辊线,False,False,False
VIRTUAL-00032,,,,VIRTUAL_PC,PC,1322.5,1.575,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,52,1325.0,2.0,DP,2.5,False,False,False,True,False,False,52,52,52,52,52,大辊线,False,False,False
0030086415-000010,0030086415-000010,0030086415-000010,0030086415-000010,HC180Y,BH,1320.0,1.15,22.5,100.0,2025-11-30,大辊,big_only,3,overdue,0,big_roll,big_only,0.1875,0.23684210526315788,0.1875,False,False,1,53,1322.5,1.575,PC,2.5,False,False,False,True,False,False,53,53,53,53,53,大辊线,False,False,False
VIRTUAL-00033,,,,VIRTUAL_PC,PC,1313.3,1.433,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,54,1320.0,1.15,BH,6.7000000000000455,False,False,False,True,False,False,54,54,54,54,54,大辊线,False,False,False
VIRTUAL-00034,,,,VIRTUAL_PC,PC,1306.7,1.717,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,55,1313.3,1.433,PC,6.599999999999909,False,False,False,False,False,False,55,55,55,55,55,大辊线,False,False,False
0030082156-000420,0030082156-000420,0030082156-000420,0030082156-000420,HC340/590DP,DP,1300.0,2.0,22.5,75.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.1875,0.23684210526315788,0.1875,False,False,1,56,1306.7,1.717,PC,6.7000000000000455,False,False,False,True,False,False,56,56,56,56,56,大辊线,False,False,False
0030082156-000410,0030082156-000410,0030082156-000410,0030082156-000410,HC340/590DP,DP,1260.0,2.0,22.5,75.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.1875,0.23684210526315788,0.1875,False,False,1,57,1300.0,2.0,DP,40.0,False,False,False,False,False,False,57,57,57,57,57,大辊线,False,False,False
0030085175-000160,0030085175-000160,0030085175-000160,0030085175-000160,HC340/590DP,DP,1250.0,2.0,21.5,72.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,58,1260.0,2.0,DP,10.0,False,False,False,False,False,False,58,58,58,58,58,大辊线,False,False,False
0030082156-000400,0030082156-000400,0030082156-000400,0030082156-000400,HC340/590DP,DP,1250.0,2.0,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,59,1250.0,2.0,DP,0.0,False,False,False,False,False,False,59,59,59,59,59,大辊线,False,False,False
VIRTUAL-00035,,,,VIRTUAL_PC,PC,1239.0,1.7,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,60,1250.0,2.0,DP,11.0,False,False,False,True,False,False,60,60,60,60,60,大辊线,False,False,False
0030085652-000010,0030085652-000010,0030085652-000010,0030085652-000010,T280VK,DP,1228.0,1.4,21.5,144.0,2025-11-30,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,61,1239.0,1.7,PC,11.0,False,False,False,True,False,False,61,61,61,61,61,大辊线,False,False,False
0030084752-000030,0030084752-000030,0030084752-000030,0030084752-000030,HC340/590DP,DP,1223.0,1.6,21.5,120.0,2025-11-30,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,62,1228.0,1.4,DP,5.0,False,False,False,False,False,False,62,62,62,62,62,大辊线,False,False,False
VIRTUAL-00036,,,,VIRTUAL_PC,PC,1219.0,2.05,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,63,1223.0,1.6,DP,4.0,False,False,False,True,False,False,63,63,63,63,63,大辊线,False,False,False
0030084750-000060,0030084750-000060,0030084750-000060,0030084750-000060,HC340/590DP,DP,1215.0,2.5,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,64,1219.0,2.05,PC,4.0,False,False,False,True,False,False,64,64,64,64,64,大辊线,False,False,False
0030085175-000150,0030085175-000150,0030085175-000150,0030085175-000150,HC340/590DP,DP,1200.0,2.0,21.5,72.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,65,1215.0,2.5,DP,15.0,False,False,False,False,False,False,65,65,65,65,65,大辊线,False,False,False
0030082156-000390,0030082156-000390,0030082156-000390,0030082156-000390,HC340/590DP,DP,1200.0,2.0,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,66,1200.0,2.0,DP,0.0,False,False,False,False,False,False,66,66,66,66,66,大辊线,False,False,False
VIRTUAL-00037,,,,VIRTUAL_PC,PC,1199.0,1.7,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,67,1200.0,2.0,DP,1.0,False,False,False,True,False,False,67,67,67,67,67,大辊线,False,False,False
0030084752-000020,0030084752-000020,0030084752-000020,0030084752-000020,HC340/590DP,DP,1198.0,1.4,21.5,72.0,2025-11-30,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,68,1199.0,1.7,PC,1.0,False,False,False,True,False,False,68,68,68,68,68,大辊线,False,False,False
0030083753-000050,0030083753-000050,0030083753-000050,0030083753-000050,HC340/590DP,DP,1192.0,1.15,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,69,1198.0,1.4,DP,6.0,False,False,False,False,False,False,69,69,69,69,69,大辊线,False,False,False
0030085386-000010,0030085386-000010,0030085386-000010,0030085386-000010,HC340/590DP,DP,1189.0,1.4,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,70,1192.0,1.15,DP,3.0,False,False,False,False,False,False,70,70,70,70,70,大辊线,False,False,False
VIRTUAL-00038,,,,VIRTUAL_PC,PC,1187.0,1.7,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,71,1189.0,1.4,DP,2.0,False,False,False,True,False,False,71,71,71,71,71,大辊线,False,False,False
0030082156-000380,0030082156-000380,0030082156-000380,0030082156-000380,HC340/590DP,DP,1185.0,2.0,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,72,1187.0,1.7,PC,2.0,False,False,False,True,False,False,72,72,72,72,72,大辊线,False,False,False
0030082156-000370,0030082156-000370,0030082156-000370,0030082156-000370,HC340/590DP,DP,1170.0,2.0,21.5,96.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,73,1185.0,2.0,DP,15.0,False,False,False,False,False,False,73,73,73,73,73,大辊线,False,False,False
VIRTUAL-00039,,,,VIRTUAL_PC,PC,1170.0,1.783,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,74,1170.0,2.0,DP,0.0,False,False,False,True,False,False,74,74,74,74,74,大辊线,False,False,False
VIRTUAL-00040,,,,VIRTUAL_PC,PC,1170.0,1.567,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,75,1170.0,1.783,PC,0.0,False,False,False,False,False,False,75,75,75,75,75,大辊线,False,False,False
VIRTUAL-00041,,,,VIRTUAL_PC,PC,1170.0,1.35,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,76,1170.0,1.567,PC,0.0,False,False,False,False,False,False,76,76,76,76,76,大辊线,False,False,False
VIRTUAL-00042,,,,VIRTUAL_PC,PC,1170.0,1.133,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,77,1170.0,1.35,PC,0.0,False,False,False,False,False,False,77,77,77,77,77,大辊线,False,False,False
VIRTUAL-00043,,,,VIRTUAL_PC,PC,1170.0,0.917,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,78,1170.0,1.133,PC,0.0,False,False,False,False,False,False,78,78,78,78,78,大辊线,False,False,False
0030084752-000050,0030084752-000050,0030084752-000050,0030084752-000050,HC340/590DP,DP,1170.0,0.7,21.5,72.0,2025-11-30,大辊,big_only,3,overdue,0,big_roll,big_only,0.19907407407407407,0.25146198830409355,0.19907407407407407,False,False,1,79,1170.0,0.917,PC,0.0,False,False,False,True,False,False,79,79,79,79,79,大辊线,False,False,False
VIRTUAL-00044,,,,VIRTUAL_PC,PC,1143.3,1.667,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,80,1170.0,0.7,DP,26.700000000000045,False,False,True,True,False,False,80,80,80,80,80,大辊线,False,False,False
VIRTUAL-00045,,,,VIRTUAL_PC,PC,1136.7,1.333,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,81,1143.3,1.667,PC,6.599999999999909,False,False,False,False,False,False,81,81,81,81,81,大辊线,False,False,False
0030084911-000020,0030084911-000020,0030084911-000020,0030084911-000020,HC340/590DP,DP,1130.0,1.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,82,1136.7,1.333,PC,6.7000000000000455,False,False,False,True,False,False,82,82,82,82,82,大辊线,False,False,False
0030084876-000020,0030084876-000020,0030084876-000020,0030084876-000020,HC340/590DP,DP,1125.0,1.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,83,1130.0,1.0,DP,5.0,False,False,False,False,False,False,83,83,83,83,83,大辊线,False,False,False
VIRTUAL-00046,,,,VIRTUAL_PC,PC,1123.8,1.25,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,84,1125.0,1.0,DP,1.2000000000000455,False,False,False,True,False,False,84,84,84,84,84,大辊线,False,False,False
VIRTUAL-00047,,,,VIRTUAL_PC,PC,1122.5,1.5,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,85,1123.8,1.25,PC,1.2999999999999545,False,False,False,False,False,False,85,85,85,85,85,大辊线,False,False,False
VIRTUAL-00048,,,,VIRTUAL_PC,PC,1121.2,1.75,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,86,1122.5,1.5,PC,1.2999999999999545,False,False,False,False,False,False,86,86,86,86,86,大辊线,False,False,False
0030082156-000340,0030082156-000340,0030082156-000340,0030082156-000340,HC340/590DP,DP,1120.0,2.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,87,1121.2,1.75,PC,1.2000000000000455,False,False,False,True,False,False,87,87,87,87,87,大辊线,False,False,False
0030082156-000350,0030082156-000350,0030082156-000350,0030082156-000350,HC340/590DP,DP,1100.0,2.0,21.5,66.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,88,1120.0,2.0,DP,20.0,False,False,False,False,False,False,88,88,88,88,88,大辊线,False,False,False
VIRTUAL-00049,,,,VIRTUAL_PC,PC,1100.0,1.6,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,89,1100.0,2.0,DP,0.0,False,False,False,True,False,False,89,89,89,89,89,大辊线,False,False,False
0030085350-000170,0030085350-000170,0030085350-000170,0030085350-000170,HC340/590DP,DP,1100.0,1.2,21.5,120.0,2025-10-31,大辊,big_only,3,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,90,1100.0,1.6,PC,0.0,False,False,False,True,False,False,90,90,90,90,90,大辊线,False,False,False
