order_id,source_order_id,parent_order_id,lot_id,assigned_line,assigned_slot,slot_no,master_slot,campaign_no,campaign_id,campaign_id_hint,block_id,block_in_slot_index,sequence_in_block,sequence_in_slot,global_sequence_on_line,selected_edge_type,line,line_name,campaign_seq,campaign_real_seq,tons,width,thickness,grade,steel_group,temp_min,temp_max,temp_mean,backlog,due_date,due_bucket,mixed_bridge_applied,is_virtual,inter_block_boundary_before,boundary_from_block_id,boundary_to_block_id,boundary_edge_type,global_seq,line_seq,master_seq,is_unassigned,force_break_before,selected_template_id,selected_bridge_path,engine_used
0020049966-000060,0020049966-000060,0020049966-000060,0020049966-000060,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,1,1,36,DIRECT_EDGE,big_roll,大辊线,18,18,24.0,1500.0,1.4,DC01-D,普碳,770.0,850.0,810.0,52.0,2025-10-31,overdue,False,False,False,,,,5,5,1,0,0,,,block_first
0020049964-000080,0020049964-000080,0020049964-000080,0020049964-000080,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,2,2,37,DIRECT_EDGE,big_roll,大辊线,19,19,24.0,1500.0,1.6,DC01-D,普碳,770.0,850.0,810.0,26.0,2025-10-31,overdue,False,False,False,,,,10,10,2,0,0,,,block_first
0020050307-000060,0020050307-000060,0020050307-000060,0020050307-000060,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,3,3,38,DIRECT_EDGE,big_roll,大辊线,20,20,24.0,1500.0,2.0,DC01-D,普碳,770.0,850.0,810.0,27.84,2025-10-31,overdue,False,False,False,,,,15,15,3,0,0,,,block_first
0020050276-000080,0020050276-000080,0020050276-000080,0020050276-000080,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,4,4,39,DIRECT_EDGE,big_roll,大辊线,21,21,24.0,1500.0,2.0,DC01,普碳,770.0,850.0,810.0,52.0,2025-10-31,overdue,False,False,False,,,,20,20,4,0,0,,,block_first
0020049966-000090,0020049966-000090,0020049966-000090,0020049966-000090,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,5,5,40,DIRECT_EDGE,big_roll,大辊线,22,22,24.0,1500.0,1.8,DC01-D,普碳,770.0,850.0,810.0,52.0,2025-10-31,overdue,False,False,False,,,,25,25,5,0,0,,,block_first
0020049964-000110,0020049964-000110,0020049964-000110,0020049964-000110,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,6,6,41,DIRECT_EDGE,big_roll,大辊线,23,23,24.0,1500.0,1.9,DC01-D,普碳,770.0,850.0,810.0,53.72,2025-10-31,overdue,False,False,False,,,,29,29,6,0,0,,,block_first
0020050276-000020,0020050276-000020,0020050276-000020,0020050276-000020,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,7,7,42,DIRECT_EDGE,big_roll,大辊线,24,24,24.0,1500.0,1.8,DC01,普碳,770.0,850.0,810.0,78.0,2025-10-31,overdue,False,False,False,,,,32,32,7,0,0,,,block_first
0020049964-000100,0020049964-000100,0020049964-000100,0020049964-000100,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,8,8,43,DIRECT_EDGE,big_roll,大辊线,25,25,24.0,1500.0,1.8,DC01-D,普碳,770.0,850.0,810.0,182.0,2025-10-31,overdue,False,False,False,,,,34,34,8,0,0,,,block_first
0020049983-000130,0020049983-000130,0020049983-000130,0020049983-000130,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,9,9,44,DIRECT_EDGE,big_roll,大辊线,26,26,24.0,1500.0,1.5,DC01,普碳,770.0,850.0,810.0,78.0,2025-10-31,overdue,False,False,False,,,,36,36,9,0,0,,,block_first
0020049964-000060,0020049964-000060,0020049964-000060,0020049964-000060,big_roll,1,1,1,1,big_roll__slot_1,big_roll__slot_1,blk6394_big_roll_43,5,10,10,45,DIRECT_EDGE,big_roll,大辊线,27,27,24.0,1500.0,1.4,DC01-D,普碳,770.0,850.0,810.0,156.0,2025-10-31,overdue,False,False,False,,,,38,38,10,0,0,,,block_first
0030083518-000620,0030083518-000620,0030083518-000620,0030083518-000620,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,1,1,46,DIRECT_EDGE,big_roll,大辊线,1,1,24.0,1400.0,1.8,T280VK,双相钢,770.0,790.0,780.0,26.0,2025-10-31,overdue,False,False,False,,,,46,46,1,0,0,,,block_first
0030085644-000020,0030085644-000020,0030085644-000020,0030085644-000020,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,2,2,47,DIRECT_EDGE,big_roll,大辊线,2,2,24.0,1353.0,1.6,T280VK,双相钢,770.0,790.0,780.0,22.0,2025-10-31,overdue,False,False,False,,,,51,51,2,0,0,,,block_first
0030085350-000160,0030085350-000160,0030085350-000160,0030085350-000160,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,3,3,48,DIRECT_EDGE,big_roll,大辊线,3,3,22.5,1300.0,1.8,HC340/590DP,双相钢,770.0,790.0,780.0,24.0,2025-10-31,overdue,False,False,False,,,,56,56,3,0,0,,,block_first
0030082964-000130,0030082964-000130,0030082964-000130,0030082964-000130,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,4,4,49,DIRECT_EDGE,big_roll,大辊线,4,4,21.5,1250.0,1.6,HC340/590DP,双相钢,770.0,790.0,780.0,48.0,2025-10-31,overdue,False,False,False,,,,61,61,4,0,0,,,block_first
0030082156-000310,0030082156-000310,0030082156-000310,0030082156-000310,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,5,5,50,DIRECT_EDGE,big_roll,大辊线,5,5,21.5,1200.0,1.6,HC340/590DP,双相钢,770.0,790.0,780.0,24.0,2025-10-31,overdue,False,False,False,,,,65,65,5,0,0,,,block_first
0030084741-000060,0030084741-000060,0030084741-000060,0030084741-000060,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,6,6,51,DIRECT_EDGE,big_roll,大辊线,6,6,21.5,1152.0,1.4,T280VK,双相钢,770.0,790.0,780.0,24.0,2025-11-30,overdue,False,False,False,,,,69,69,6,0,0,,,block_first
0030085175-000120,0030085175-000120,0030085175-000120,0030085175-000120,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,7,7,52,DIRECT_EDGE,big_roll,大辊线,7,7,21.5,1152.0,1.8,HC340/590DP,双相钢,770.0,790.0,780.0,48.0,2025-10-31,overdue,False,False,False,,,,73,73,7,0,0,,,block_first
0030083518-000280,0030083518-000280,0030083518-000280,0030083518-000280,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,8,8,53,DIRECT_EDGE,big_roll,大辊线,8,8,21.5,1120.0,2.0,HC340/590DP,双相钢,770.0,790.0,780.0,22.0,2025-10-31,overdue,False,False,False,,,,76,76,8,0,0,,,block_first
0030084062-000050,0030084062-000050,0030084062-000050,0030084062-000050,big_roll,2,2,2,2,big_roll__slot_2,big_roll__slot_2,blk6394_big_roll_35,1,9,9,54,DIRECT_EDGE,big_roll,大辊线,9,9,21.5,1104.0,1.6,HC340/590DP,双相钢,770.0,790.0,780.0,44.0,2025-10-31,overdue,False,False,False,,,,78,78,9,0,0,,,block_first
0020049966-000050,0020049966-000050,0020049966-000050,0020049966-000050,big_roll,3,3,3,3,big_roll__slot_3,big_roll__slot_3,blk6394_big_roll_34,1,1,1,82,DIRECT_EDGE,big_roll,大辊线,1,1,24.0,1500.0,1.35,DC01-D,普碳,770.0,850.0,810.0,52.0,2025-10-31,overdue,False,False,False,,,,82,82,1,0,0,,,block_first
0020049967-000030,0020049967-000030,0020049967-000030,0020049967-000030,big_roll,3,3,3,3,big_roll__slot_3,big_roll__slot_3,blk6394_big_roll_34,1,2,2,83,DIRECT_EDGE,big_roll,大辊线,2,2,24.0,1500.0,1.0,DC01-D,普碳,770.0,850.0,810.0,104.0,2025-10-31,overdue,False,False,False,,,,84,84,2,0,0,,,block_first
0020049966-000010,0020049966-000010,0020049966-000010,0020049966-000010,big_roll,3,3,3,3,big_roll__slot_3,big_roll__slot_3,blk6394_big_roll_34,1,7,3,84,DIRECT_EDGE,big_roll,大辊线,3,3,24.0,1500.0,1.0,DC01-D,普碳,770.0,850.0,810.0,52.0,2025-10-31,overdue,False,False,False,,,,87,87,7,0,0,,,block_first
0020049964-000010,0020049964-000010,0020049964-000010,0020049964-000010,big_roll,3,3,3,3,big_roll__slot_3,big_roll__slot_3,blk6394_big_roll_34,1,8,4,85,DIRECT_EDGE,big_roll,大辊线,4,4,24.0,1500.0,1.0,DC01-D,普碳,770.0,850.0,810.0,53.36,2025-10-31,overdue,False,False,False,,,,89,89,8,0,0,,,block_first
0030081403-000050,0030081403-000050,0030081403-000050,0030081403-000050,small_roll,1,1,1,1,small_roll__slot_1,small_roll__slot_1,BLK_small_roll_000663,1,1,1,1,DIRECT_EDGE,small_roll,小辊线,1,1,24.0,1455.0,1.2,T1500HS,热冲压钢,740.0,825.0,782.5,104.0,2025-10-15,overdue,False,False,False,,,,92,1,1,0,0,,,block_first
0030085363-000010,0030085363-000010,0030085363-000010,0030085363-000010,small_roll,1,1,1,1,small_roll__slot_1,small_roll__slot_1,BLK_small_roll_000663,1,2,2,2,DIRECT_EDGE,small_roll,小辊线,2,2,24.0,1372.0,1.4,T1500HS,热冲压钢,740.0,825.0,782.5,78.0,2025-12-15,overdue,False,False,False,,,,95,4,2,0,0,,,block_first
0030085309-000010,0030085309-000010,0030085309-000010,0030085309-000010,small_roll,1,1,1,1,small_roll__slot_1,small_roll__slot_1,BLK_small_roll_000663,1,3,3,3,DIRECT_EDGE,small_roll,小辊线,3,3,21.5,1210.0,1.8,T1500HS,热冲压钢,740.0,825.0,782.5,96.0,2025-12-15,overdue,False,False,False,,,,97,6,3,0,0,,,block_first
0030085364-000070,0030085364-000070,0030085364-000070,0030085364-000070,small_roll,1,1,1,1,small_roll__slot_1,small_roll__slot_1,BLK_small_roll_000663,1,4,4,4,DIRECT_EDGE,small_roll,小辊线,4,4,21.5,1125.0,1.8,T1500HS,热冲压钢,740.0,825.0,782.5,66.0,2025-11-15,overdue,False,False,False,,,,99,8,4,0,0,,,block_first
0030084902-000010,0030084902-000010,0030084902-000010,0030084902-000010,small_roll,1,1,1,1,small_roll__slot_1,small_roll__slot_1,BLK_small_roll_000663,1,5,5,5,DIRECT_EDGE,small_roll,小辊线,5,5,21.5,1100.0,1.4,T1500HS,热冲压钢,740.0,825.0,782.5,44.0,2025-11-15,overdue,False,False,False,,,,100,9,5,0,0,,,block_first
