order_id,source_order_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,temp_min,temp_max,line,due_sort,line_source,campaign_id,campaign_tons,is_virtual,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,temp_conflict,group_switch,non_pc_direct_switch,global_seq,line_seq,campaign_seq,line_name,campaign_real_seq
0030081238-000030#M707,0030081238-000030,T1500HS,HOTFORM,1600.0,1.4,840.0,24.0,78.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,2,1165.0,False,33,,,,,False,False,False,False,False,False,33,5,1,小辊线,1
0030081238-000050#M708,0030081238-000050,T1500HS,HOTFORM,1600.0,1.4,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,2,1165.0,False,34,1600.0,1.4,HOTFORM,0.0,False,False,False,False,False,False,34,6,2,小辊线,2
0030081238-000010#M705,0030081238-000010,T1500HS,HOTFORM,1600.0,1.8,840.0,24.0,248.22,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,2,1165.0,False,35,1600.0,1.4,HOTFORM,0.0,False,False,False,False,False,False,35,7,3,小辊线,3
0030081238-000020#M706,0030081238-000020,T1500HS,HOTFORM,1600.0,1.5,840.0,24.0,156.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,2,1165.0,False,36,1600.0,1.8,HOTFORM,0.0,False,False,False,False,False,False,36,8,4,小辊线,4
0030081403-000060#M703,0030081403-000060,T1500HS,HOTFORM,1599.0,1.2,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,2,1165.0,False,37,1600.0,1.5,HOTFORM,1.0,False,False,False,False,False,False,37,9,5,小辊线,5
0030085399-000070#M137,0030085399-000070,T1500HS,HOTFORM,1599.0,1.5,840.0,24.0,104.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,small_only,2,1165.0,False,38,1599.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,38,10,6,小辊线,6
0030081238-000040#M710,0030081238-000040,T1500HS,HOTFORM,1590.0,1.4,840.0,24.0,806.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,2,1165.0,False,39,1599.0,1.5,HOTFORM,9.0,False,False,False,False,False,False,39,11,7,小辊线,7
0030085363-000020#M119,0030085363-000020,T1500HS,HOTFORM,1568.0,1.6,840.0,24.0,234.0,2025-12-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-12-15,small_only,2,1165.0,False,40,1590.0,1.4,HOTFORM,22.0,False,False,False,False,False,False,40,12,8,小辊线,8
0030085346-000010#M116,0030085346-000010,T1500HS,HOTFORM,1563.0,1.4,840.0,24.0,676.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,small_only,2,1165.0,False,41,1568.0,1.6,HOTFORM,5.0,False,False,False,False,False,False,41,13,9,小辊线,9
0030081403-000040#M702,0030081403-000040,T1500HS,HOTFORM,1558.0,1.2,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,small_only,2,1165.0,False,42,1563.0,1.4,HOTFORM,5.0,False,False,False,False,False,False,42,14,10,小辊线,10
0030083730-000010#M460,0030083730-000010,T1500HS,HOTFORM,1540.0,1.4,840.0,24.0,400.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,small_only,2,1165.0,False,43,1558.0,1.2,HOTFORM,18.0,False,False,False,False,False,False,43,15,11,小辊线,11
0020049964-000070#M464,0020049964-000070,DC01-D,PC,1500.0,1.5,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,44,,,,,False,False,False,False,False,False,44,16,1,小辊线,1
0020049964-000090#M472,0020049964-000090,DC01-D,PC,1500.0,1.75,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,45,1500.0,1.5,PC,0.0,False,False,False,False,False,False,45,17,2,小辊线,2
0020049964-000050#M474,0020049964-000050,DC01-D,PC,1500.0,1.35,815.0,24.0,131.62,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,dual,3,1165.0,False,46,1500.0,1.75,PC,0.0,False,False,False,False,False,False,46,18,3,小辊线,3
