order_id,source_order_id,parent_order_id,lot_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,due_bucket,due_rank,line,line_source,proc_hours_big,proc_hours_small,proc_hours,is_virtual,force_break_before,campaign_id,seq,prev_width,prev_thickness,prev_group,prev_temp,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,group_switch,non_pc_direct_switch,temp_conflict,line_order_local,global_seq,line_seq,campaign_seq,campaign_real_seq,line_name,width_jump_violation_real,thickness_violation_real,temp_conflict_real,non_pc_direct_switch_real
VIRTUAL-00004,,,,VIRTUAL_PC,PC,1500.0,1.2,790.0,20.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,30,1500.0,1.2,PC,800.0,0.0,False,False,False,False,False,False,30,30,30,30,30,小辊线,False,False,False,False
0030085364-000030,0030085364-000030,0030085364-000030,0030085364-000030,T1500HS,热成型钢,1500.0,1.2,782.5,24.0,78.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,31,1500.0,1.2,PC,790.0,0.0,False,False,False,True,False,False,31,31,31,31,31,小辊线,False,False,False,False
VIRTUAL-00005,,,,VIRTUAL_PC,PC,1500.0,1.2,790.0,20.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,32,1500.0,1.2,热成型钢,782.5,0.0,False,False,False,True,False,False,32,32,32,32,32,小辊线,False,False,False,False
VIRTUAL-00006,,,,VIRTUAL_PC,PC,1500.0,1.2,800.0,20.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,33,1500.0,1.2,PC,790.0,0.0,False,False,False,False,False,False,33,33,33,33,33,小辊线,False,False,False,False
0020049981-000020,0020049981-000020,0020049981-000020,0020049981-000020,DC01,普碳,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,34,1500.0,1.2,PC,800.0,0.0,False,False,False,True,False,False,34,34,34,34,34,小辊线,False,False,False,False
0020050208-000020,0020050208-000020,0020050208-000020,0020050208-000020,DC01,普碳,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,35,1500.0,1.2,普碳,810.0,0.0,False,False,False,False,False,False,35,35,35,35,35,小辊线,False,False,False,False
0020049965-000050,0020049965-000050,0020049965-000050,0020049965-000050,DC01-D,普碳,1500.0,1.2,810.0,24.0,130.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,36,1500.0,1.2,普碳,810.0,0.0,False,False,False,False,False,False,36,36,36,36,36,小辊线,False,False,False,False
0020049967-000040,0020049967-000040,0020049967-000040,0020049967-000040,DC01-D,普碳,1500.0,1.2,810.0,24.0,156.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,37,1500.0,1.2,普碳,810.0,0.0,False,False,False,False,False,False,37,37,37,37,37,小辊线,False,False,False,False
0020050205-000130,0020050205-000130,0020050205-000130,0020050205-000130,DC01,普碳,1500.0,1.2,810.0,24.0,240.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,38,1500.0,1.2,普碳,810.0,0.0,False,False,False,False,False,False,38,38,38,38,38,小辊线,False,False,False,False
0020049964-000030,0020049964-000030,0020049964-000030,0020049964-000030,DC01-D,普碳,1500.0,1.15,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2,0.25263157894736843,0.25263157894736843,False,False,1,39,1500.0,1.2,普碳,810.0,0.0,False,False,False,False,False,False,39,39,39,39,39,小辊线,False,False,False,False
