order_id,source_order_id,parent_order_id,lot_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,due_bucket,due_rank,line,line_source,proc_hours_big,proc_hours_small,proc_hours,is_virtual,force_break_before,campaign_id,seq,prev_width,prev_thickness,prev_group,prev_temp,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,group_switch,non_pc_direct_switch,temp_conflict,line_order_local,global_seq,line_seq,campaign_seq,campaign_real_seq,line_name,width_jump_violation_real,thickness_violation_real,temp_conflict_real,non_pc_direct_switch_real
VIRTUAL-00052,,,,VIRTUAL_PC,PC,1291.5,0.925,830.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,77,1310.0,0.7,IF钢,830.0,18.5,False,False,True,True,False,False,77,77,77,77,77,大辊线,False,False,False,False
0030084752-000010,0030084752-000010,0030084752-000010,0030084752-000010,DC06,IF钢,1283.0,0.65,830.0,22.5,75.0,2025-11-30,大辊,big_only,1,overdue,0,big_roll,big_only,0.22865853658536586,0.28883183568677795,0.22865853658536586,False,False,1,78,1291.5,0.925,PC,830.0,8.5,False,False,False,True,False,False,78,78,78,78,78,大辊线,False,False,False,False
VIRTUAL-00053,,,,VIRTUAL_PC,PC,1259.3,1.667,785.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,79,1283.0,0.65,IF钢,830.0,23.700000000000045,False,False,True,True,False,True,79,79,79,79,79,大辊线,False,False,False,False
VIRTUAL-00054,,,,VIRTUAL_PC,PC,1258.7,1.333,790.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,80,1259.3,1.667,PC,785.0,0.599999999999909,False,False,False,False,False,False,80,80,80,80,80,大辊线,False,False,False,False
0020050204-000010,0020050204-000010,0020050204-000010,0020050204-000010,THS2-TY,IF钢,1258.0,1.0,795.0,21.5,64.84,2025-10-31,大辊/小辊,dual,1,overdue,0,big_roll,dual,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,81,1258.7,1.333,PC,790.0,0.7000000000000455,False,False,False,True,False,False,81,81,81,81,81,大辊线,False,False,False,False
0020050290-000010,0020050290-000010,0020050290-000010,0020050290-000010,THS2-TY,IF钢,1258.0,1.0,795.0,21.0,128.6,2025-10-31,大辊/小辊,dual,1,overdue,0,big_roll,dual,0.175,0.22105263157894736,0.175,False,False,1,82,1258.0,1.0,IF钢,795.0,0.0,False,False,False,False,False,False,82,82,82,82,82,大辊线,False,False,False,False
VIRTUAL-00055,,,,VIRTUAL_PC,PC,1256.4,1.236,814.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,83,1258.0,1.0,IF钢,795.0,1.599999999999909,False,False,False,True,False,True,83,83,83,83,83,大辊线,False,False,False,False
VIRTUAL-00056,,,,VIRTUAL_PC,PC,1254.8,1.502,818.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,84,1256.4,1.236,PC,814.0,1.6000000000001364,False,False,False,False,False,False,84,84,84,84,84,大辊线,False,False,False,False
VIRTUAL-00057,,,,VIRTUAL_PC,PC,1253.2,1.768,822.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,85,1254.8,1.502,PC,818.0,1.599999999999909,False,False,False,False,False,False,85,85,85,85,85,大辊线,False,False,False,False
VIRTUAL-00058,,,,VIRTUAL_PC,PC,1251.6,2.034,826.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,86,1253.2,1.768,PC,822.0,1.6000000000001364,False,False,False,False,False,False,86,86,86,86,86,大辊线,False,False,False,False
0030082941-000040,0030082941-000040,0030082941-000040,0030082941-000040,DC05,IF钢,1250.0,2.3,830.0,21.5,72.0,2025-10-31,大辊,big_only,1,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,87,1251.6,2.034,PC,826.0,1.599999999999909,False,False,False,True,False,False,87,87,87,87,87,大辊线,False,False,False,False
VIRTUAL-00059,,,,VIRTUAL_PC,PC,1245.0,0.7,830.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,88,1250.0,2.3,IF钢,830.0,5.0,False,False,True,True,False,False,88,88,88,88,88,大辊线,False,False,False,False
0030083932-000030,0030083932-000030,0030083932-000030,0030083932-000030,DC06,IF钢,1240.0,0.8,830.0,21.5,72.0,2025-10-31,大辊,big_only,1,overdue,0,big_roll,big_only,0.19907407407407407,0.25146198830409355,0.19907407407407407,False,False,1,89,1245.0,0.7,PC,830.0,5.0,False,False,False,True,False,False,89,89,89,89,89,大辊线,False,False,False,False
0030083377-000020,0030083377-000020,0030083377-000020,0030083377-000020,DC04,IF钢,1230.0,0.7,820.0,21.5,72.0,2025-10-31,大辊,big_only,1,overdue,0,big_roll,big_only,0.19907407407407407,0.25146198830409355,0.19907407407407407,False,False,1,90,1240.0,0.8,IF钢,830.0,10.0,False,False,False,False,False,False,90,90,90,90,90,大辊线,False,False,False,False
0030084081-000010,0030084081-000010,0030084081-000010,0030084081-000010,DC05,IF钢,1230.0,0.65,830.0,21.5,72.0,2025-10-31,大辊,big_only,1,overdue,0,big_roll,big_only,0.2184959349593496,0.27599486521181005,0.2184959349593496,False,False,1,91,1230.0,0.7,IF钢,820.0,0.0,False,False,False,False,False,False,91,91,91,91,91,大辊线,False,False,False,False
VIRTUAL-00060,,,,VIRTUAL_PC,PC,1219.0,2.05,780.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,92,1230.0,0.65,IF钢,830.0,11.0,False,False,True,True,False,True,92,92,92,92,92,大辊线,False,False,False,False
0030084750-000060,0030084750-000060,0030084750-000060,0030084750-000060,HC340/590DP,双相钢,1215.0,2.5,780.0,21.5,96.0,2025-10-31,大辊,big_only,1,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,93,1219.0,2.05,PC,780.0,4.0,False,False,False,True,False,False,93,93,93,93,93,大辊线,False,False,False,False
0030082156-000390,0030082156-000390,0030082156-000390,0030082156-000390,HC340/590DP,双相钢,1200.0,2.0,780.0,21.5,96.0,2025-10-31,大辊,big_only,1,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,94,1215.0,2.5,双相钢,780.0,15.0,False,False,False,False,False,False,94,94,94,94,94,大辊线,False,False,False,False
VIRTUAL-00061,,,,VIRTUAL_PC,PC,1187.0,1.7,780.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,95,1200.0,2.0,双相钢,780.0,13.0,False,False,False,True,False,False,95,95,95,95,95,大辊线,False,False,False,False
0030082156-000380,0030082156-000380,0030082156-000380,0030082156-000380,HC340/590DP,双相钢,1185.0,2.0,780.0,21.5,96.0,2025-10-31,大辊,big_only,1,overdue,0,big_roll,big_only,0.17916666666666667,0.22631578947368422,0.17916666666666667,False,False,1,96,1187.0,1.7,PC,780.0,2.0,False,False,False,True,False,False,96,96,96,96,96,大辊线,False,False,False,False
VIRTUAL-00062,,,,VIRTUAL_PC,PC,1170.0,1.783,783.3333333333334,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,97,1185.0,2.0,双相钢,780.0,15.0,False,False,False,True,False,False,97,97,97,97,97,大辊线,False,False,False,False
VIRTUAL-00063,,,,VIRTUAL_PC,PC,1170.0,1.567,786.6666666666666,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,98,1170.0,1.783,PC,783.3333333333334,0.0,False,False,False,False,False,False,98,98,98,98,98,大辊线,False,False,False,False
VIRTUAL-00064,,,,VIRTUAL_PC,PC,1170.0,1.35,790.0,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,99,1170.0,1.567,PC,786.6666666666666,0.0,False,False,False,False,False,False,99,99,99,99,99,大辊线,False,False,False,False
VIRTUAL-00065,,,,VIRTUAL_PC,PC,1170.0,1.133,793.3333333333334,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,100,1170.0,1.35,PC,790.0,0.0,False,False,False,False,False,False,100,100,100,100,100,大辊线,False,False,False,False
VIRTUAL-00066,,,,VIRTUAL_PC,PC,1170.0,0.917,796.6666666666666,0.0,0.0,,,,0,slack,3,big_roll,virtual,,,0.0,True,False,1,101,1170.0,1.133,PC,793.3333333333334,0.0,False,False,False,False,False,False,101,101,101,101,101,大辊线,False,False,False,False
0030084752-000050,0030084752-000050,0030084752-000050,0030084752-000050,HC340/590DP,双相钢,1170.0,0.7,800.0,21.5,72.0,2025-11-30,大辊,big_only,1,overdue,0,big_roll,big_only,0.19907407407407407,0.25146198830409355,0.19907407407407407,False,False,1,102,1170.0,0.917,PC,796.6666666666666,0.0,False,False,False,True,False,False,102,102,102,102,102,大辊线,False,False,False,False
0020049084-000060,0020049084-000060,0020049084-000060,0020049084-000060,DC01,普碳,1803.0,1.0,810.0,25.5,150.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2125,0.26842105263157895,0.26842105263157895,False,False,1,103,,,,,,False,False,False,False,False,False,1,103,1,1,1,小辊线,False,False,False,False
0020049084-000040,0020049084-000040,0020049084-000040,0020049084-000040,DC01,普碳,1803.0,0.9,810.0,25.5,120.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2361111111111111,0.2982456140350877,0.2982456140350877,False,False,1,104,1803.0,1.0,普碳,810.0,0.0,False,False,False,False,False,False,2,104,2,2,2,小辊线,False,False,False,False
0030084012-000010,0030084012-000010,0030084012-000010,0030084012-000010,DC01,普碳,1680.0,0.8,810.0,24.0,130.0,2025-10-31,大辊/小辊,dual,1,overdue,0,small_roll,dual,0.2222222222222222,0.2807017543859649,0.2807017543859649,False,False,1,105,1803.0,0.9,普碳,810.0,123.0,False,False,False,False,False,False,3,105,3,3,3,小辊线,False,False,False,False
VIRTUAL-00001,,,,VIRTUAL_PC,PC,1670.0,1.0,803.125,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,106,1680.0,0.8,普碳,810.0,10.0,False,False,False,True,False,False,4,106,4,4,4,小辊线,False,False,False,False
VIRTUAL-00002,,,,VIRTUAL_PC,PC,1660.0,1.2,796.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,107,1670.0,1.0,PC,803.125,10.0,False,False,False,False,False,False,5,107,5,5,5,小辊线,False,False,False,False
VIRTUAL-00003,,,,VIRTUAL_PC,PC,1650.0,1.4,789.375,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,108,1660.0,1.2,PC,796.25,10.0,False,False,False,False,False,False,6,108,6,6,6,小辊线,False,False,False,False
0030085175-000210,0030085175-000210,0030085175-000210,0030085175-000210,T1500HS,热成型钢,1640.0,1.6,782.5,24.0,416.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,109,1650.0,1.4,PC,789.375,10.0,False,False,False,True,False,False,7,109,7,7,7,小辊线,False,False,False,False
0030081238-000010,0030081238-000010,0030081238-000010,0030081238-000010,T1500HS,热成型钢,1600.0,1.8,782.5,24.0,248.22,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,110,1640.0,1.6,热成型钢,782.5,40.0,False,False,False,False,False,False,8,110,8,8,8,小辊线,False,False,False,False
0030081238-000020,0030081238-000020,0030081238-000020,0030081238-000020,T1500HS,热成型钢,1600.0,1.5,782.5,24.0,156.0,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,111,1600.0,1.8,热成型钢,782.5,0.0,False,False,False,False,False,False,9,111,9,9,9,小辊线,False,False,False,False
0030081238-000030,0030081238-000030,0030081238-000030,0030081238-000030,T1500HS,热成型钢,1600.0,1.4,782.5,24.0,78.0,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,112,1600.0,1.5,热成型钢,782.5,0.0,False,False,False,False,False,False,10,112,10,10,10,小辊线,False,False,False,False
0030081238-000050,0030081238-000050,0030081238-000050,0030081238-000050,T1500HS,热成型钢,1600.0,1.4,782.5,24.0,104.0,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,113,1600.0,1.4,热成型钢,782.5,0.0,False,False,False,False,False,False,11,113,11,11,11,小辊线,False,False,False,False
0030081238-000060,0030081238-000060,0030081238-000060,0030081238-000060,T1500HS,热成型钢,1600.0,1.2,782.5,24.0,312.0,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,114,1600.0,1.4,热成型钢,782.5,0.0,False,False,False,False,False,False,12,114,12,12,12,小辊线,False,False,False,False
VIRTUAL-00004,,,,VIRTUAL_PC,PC,1599.8,0.975,803.125,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,115,1600.0,1.2,热成型钢,782.5,0.20000000000004547,False,False,False,True,False,True,13,115,13,13,13,小辊线,False,False,False,False
VIRTUAL-00005,,,,VIRTUAL_PC,PC,1599.5,1.15,796.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,116,1599.8,0.975,PC,803.125,0.2999999999999545,False,False,False,False,False,False,14,116,14,14,14,小辊线,False,False,False,False
VIRTUAL-00006,,,,VIRTUAL_PC,PC,1599.2,1.325,789.375,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,117,1599.5,1.15,PC,796.25,0.2999999999999545,False,False,False,False,False,False,15,117,15,15,15,小辊线,False,False,False,False
0030085399-000070,0030085399-000070,0030085399-000070,0030085399-000070,T1500HS,热成型钢,1599.0,1.5,782.5,24.0,104.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,118,1599.2,1.325,PC,789.375,0.20000000000004547,False,False,False,True,False,False,16,118,16,16,16,小辊线,False,False,False,False
0030081403-000060,0030081403-000060,0030081403-000060,0030081403-000060,T1500HS,热成型钢,1599.0,1.2,782.5,24.0,104.0,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,119,1599.0,1.5,热成型钢,782.5,0.0,False,False,False,False,False,False,17,119,17,17,17,小辊线,False,False,False,False
0030085346-000010,0030085346-000010,0030085346-000010,0030085346-000010,T1500HS,热成型钢,1563.0,1.4,782.5,24.0,676.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,120,1599.0,1.2,热成型钢,782.5,36.0,False,False,False,False,False,False,18,120,18,18,18,小辊线,False,False,False,False
0030081403-000040,0030081403-000040,0030081403-000040,0030081403-000040,T1500HS,热成型钢,1558.0,1.2,782.5,24.0,104.0,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,121,1563.0,1.4,热成型钢,782.5,5.0,False,False,False,False,False,False,19,121,19,19,19,小辊线,False,False,False,False
VIRTUAL-00007,,,,VIRTUAL_PC,PC,1551.5,1.2,776.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,122,1558.0,1.2,热成型钢,782.5,6.5,False,False,False,True,False,False,20,122,20,20,20,小辊线,False,False,False,False
0030085643-000100,0030085643-000100,0030085643-000100,0030085643-000100,HC340LA,低合金高强,1545.0,1.2,770.0,24.0,104.0,2025-11-05,小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,123,1551.5,1.2,PC,776.25,6.5,False,False,False,True,False,False,21,123,21,21,21,小辊线,False,False,False,False
VIRTUAL-00008,,,,VIRTUAL_PC,PC,1542.5,1.3,776.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,124,1545.0,1.2,低合金高强,770.0,2.5,False,False,False,True,False,False,22,124,22,22,22,小辊线,False,False,False,False
0030083730-000010,0030083730-000010,0030083730-000010,0030083730-000010,T1500HS,热成型钢,1540.0,1.4,782.5,24.0,400.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,125,1542.5,1.3,PC,776.25,2.5,False,False,False,True,False,False,23,125,23,23,23,小辊线,False,False,False,False
0030085365-000010,0030085365-000010,0030085365-000010,0030085365-000010,T1500HS,热成型钢,1507.0,1.4,782.5,24.0,52.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,126,1540.0,1.4,热成型钢,782.5,33.0,False,False,False,False,False,False,24,126,24,24,24,小辊线,False,False,False,False
VIRTUAL-00009,,,,VIRTUAL_PC,PC,1496.8,1.0,803.125,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,127,1507.0,1.4,热成型钢,782.5,10.200000000000045,False,False,False,True,False,True,25,127,25,25,25,小辊线,False,False,False,False
VIRTUAL-00010,,,,VIRTUAL_PC,PC,1493.5,1.2,796.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,128,1496.8,1.0,PC,803.125,3.2999999999999545,False,False,False,False,False,False,26,128,26,26,26,小辊线,False,False,False,False
VIRTUAL-00011,,,,VIRTUAL_PC,PC,1490.2,1.4,789.375,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,129,1493.5,1.2,PC,796.25,3.2999999999999545,False,False,False,False,False,False,27,129,27,27,27,小辊线,False,False,False,False
0030085175-000200,0030085175-000200,0030085175-000200,0030085175-000200,T1500HS,热成型钢,1487.0,1.6,782.5,24.0,52.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,130,1490.2,1.4,PC,789.375,3.2000000000000455,False,False,False,True,False,False,28,130,28,28,28,小辊线,False,False,False,False
VIRTUAL-00012,,,,VIRTUAL_PC,PC,1476.3,1.2,797.5,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,131,1487.0,1.6,热成型钢,782.5,10.700000000000045,False,False,False,True,False,True,29,131,29,29,29,小辊线,False,False,False,False
VIRTUAL-00013,,,,VIRTUAL_PC,PC,1470.7,1.4,790.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,132,1476.3,1.2,PC,797.5,5.599999999999909,False,False,False,False,False,False,30,132,30,30,30,小辊线,False,False,False,False
0030084902-000020,0030084902-000020,0030084902-000020,0030084902-000020,T1500HS,热成型钢,1465.0,1.6,782.5,24.0,364.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,133,1470.7,1.4,PC,790.0,5.7000000000000455,False,False,False,True,False,False,31,133,31,31,31,小辊线,False,False,False,False
0030085399-000050,0030085399-000050,0030085399-000050,0030085399-000050,T1500HS,热成型钢,1455.0,1.4,782.5,24.0,104.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,134,1465.0,1.6,热成型钢,782.5,10.0,False,False,False,False,False,False,32,134,32,32,32,小辊线,False,False,False,False
0030081403-000050,0030081403-000050,0030081403-000050,0030081403-000050,T1500HS,热成型钢,1455.0,1.2,782.5,24.0,104.0,2025-10-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,135,1455.0,1.4,热成型钢,782.5,0.0,False,False,False,False,False,False,33,135,33,33,33,小辊线,False,False,False,False
VIRTUAL-00014,,,,VIRTUAL_PC,PC,1452.5,1.4,782.5,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,136,1455.0,1.2,热成型钢,782.5,2.5,False,False,False,True,False,False,34,136,34,34,34,小辊线,False,False,False,False
0030085364-000020,0030085364-000020,0030085364-000020,0030085364-000020,T1500HS,热成型钢,1450.0,1.6,782.5,24.0,52.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,137,1452.5,1.4,PC,782.5,2.5,False,False,False,True,False,False,35,137,35,35,35,小辊线,False,False,False,False
0030085364-000040,0030085364-000040,0030085364-000040,0030085364-000040,T1500HS,热成型钢,1448.0,1.6,782.5,24.0,78.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,138,1450.0,1.6,热成型钢,782.5,2.0,False,False,False,False,False,False,36,138,36,36,36,小辊线,False,False,False,False
VIRTUAL-00015,,,,VIRTUAL_PC,PC,1400.5,1.55,786.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,139,1448.0,1.6,热成型钢,782.5,47.5,False,False,False,True,False,False,37,139,37,37,37,小辊线,False,False,False,False
0030084275-000010,0030084275-000010,0030084275-000010,0030084275-000010,HC420LA,低合金高强,1397.0,1.5,790.0,21.5,130.0,2025-10-31,小辊,small_only,1,overdue,0,small_roll,small_only,0.17916666666666667,0.22631578947368422,0.22631578947368422,False,False,1,140,1400.5,1.55,PC,786.25,3.5,False,False,False,True,False,False,38,140,38,38,38,小辊线,False,False,False,False
VIRTUAL-00016,,,,VIRTUAL_PC,PC,1391.5,1.45,786.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,141,1397.0,1.5,低合金高强,790.0,5.5,False,False,False,True,False,False,39,141,39,39,39,小辊线,False,False,False,False
0030085399-000040,0030085399-000040,0030085399-000040,0030085399-000040,T1500HS,热成型钢,1386.0,1.4,782.5,24.0,52.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,142,1391.5,1.45,PC,786.25,5.5,False,False,False,True,False,False,40,142,40,40,40,小辊线,False,False,False,False
VIRTUAL-00017,,,,VIRTUAL_PC,PC,1382.5,1.7,776.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,143,1386.0,1.4,热成型钢,782.5,3.5,False,False,False,True,False,False,41,143,41,41,41,小辊线,False,False,False,False
0030084748-000190,0030084748-000190,0030084748-000190,0030084748-000190,HC340LA,低合金高强,1379.0,2.0,770.0,24.0,52.0,2025-10-31,小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,144,1382.5,1.7,PC,776.25,3.5,False,False,False,True,False,False,42,144,42,42,42,小辊线,False,False,False,False
VIRTUAL-00018,,,,VIRTUAL_PC,PC,1377.0,1.7,776.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,145,1379.0,2.0,低合金高强,770.0,2.0,False,False,False,True,False,False,43,145,43,43,43,小辊线,False,False,False,False
0030085399-000030,0030085399-000030,0030085399-000030,0030085399-000030,T1500HS,热成型钢,1375.0,1.4,782.5,24.0,104.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,146,1377.0,1.7,PC,776.25,2.0,False,False,False,True,False,False,44,146,44,44,44,小辊线,False,False,False,False
VIRTUAL-00019,,,,VIRTUAL_PC,PC,1374.8,1.267,785.4166666666666,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,147,1375.0,1.4,热成型钢,782.5,0.20000000000004547,False,False,False,True,False,False,45,147,45,45,45,小辊线,False,False,False,False
VIRTUAL-00020,,,,VIRTUAL_PC,PC,1374.7,1.133,788.3333333333334,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,148,1374.8,1.267,PC,785.4166666666666,0.09999999999990905,False,False,False,False,False,False,46,148,46,46,46,小辊线,False,False,False,False
VIRTUAL-00021,,,,VIRTUAL_PC,PC,1374.5,1.0,791.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,149,1374.7,1.133,PC,788.3333333333334,0.20000000000004547,False,False,False,False,False,False,47,149,47,47,47,小辊线,False,False,False,False
VIRTUAL-00022,,,,VIRTUAL_PC,PC,1374.3,0.867,794.1666666666666,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,150,1374.5,1.0,PC,791.25,0.20000000000004547,False,False,False,False,False,False,48,150,48,48,48,小辊线,False,False,False,False
VIRTUAL-00023,,,,VIRTUAL_PC,PC,1374.2,0.733,797.0833333333334,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,151,1374.3,0.867,PC,794.1666666666666,0.09999999999990905,False,False,False,False,False,False,49,151,49,49,49,小辊线,False,False,False,False
0030085641-000030,0030085641-000030,0030085641-000030,0030085641-000030,HC340LA,低合金高强,1374.0,0.6,800.0,24.0,52.0,2025-11-30,小辊,small_only,1,overdue,0,small_roll,small_only,0.24390243902439027,0.3080872913992298,0.3080872913992298,False,False,1,152,1374.2,0.733,PC,797.0833333333334,0.20000000000004547,False,False,False,True,False,False,50,152,50,50,50,小辊线,False,False,False,False
VIRTUAL-00024,,,,VIRTUAL_PC,PC,1362.5,1.7,776.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,153,1374.0,0.6,低合金高强,800.0,11.5,False,False,True,True,False,True,51,153,51,51,51,小辊线,False,False,False,False
0030084745-000080,0030084745-000080,0030084745-000080,0030084745-000080,HC340LA,低合金高强,1353.0,2.0,770.0,24.0,78.0,2025-10-31,小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,154,1362.5,1.7,PC,776.25,9.5,False,False,False,True,False,False,52,154,52,52,52,小辊线,False,False,False,False
VIRTUAL-00025,,,,VIRTUAL_PC,PC,1352.5,1.7,776.25,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,155,1353.0,2.0,低合金高强,770.0,0.5,False,False,False,True,False,False,53,155,53,53,53,小辊线,False,False,False,False
0030085364-000060,0030085364-000060,0030085364-000060,0030085364-000060,T1500HS,热成型钢,1352.0,1.4,782.5,24.0,52.0,2025-11-15,5.0小辊,small_only,1,overdue,0,small_roll,small_only,0.2,0.25263157894736843,0.25263157894736843,False,False,1,156,1352.5,1.7,PC,776.25,0.5,False,False,False,True,False,False,54,156,54,54,54,小辊线,False,False,False,False
VIRTUAL-00026,,,,VIRTUAL_PC,PC,1260.0,1.277,767.5,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,157,1352.0,1.4,热成型钢,782.5,92.0,False,False,False,True,False,True,55,157,55,55,55,小辊线,False,False,False,False
VIRTUAL-00027,,,,VIRTUAL_PC,PC,1250.0,1.085,775.0,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,158,1260.0,1.277,PC,767.5,10.0,False,False,False,False,False,False,56,158,56,56,56,小辊线,False,False,False,False
VIRTUAL-00028,,,,VIRTUAL_PC,PC,1240.0,0.892,782.5,0.0,0.0,,,,0,slack,3,small_roll,virtual,,,0.0,True,False,1,159,1250.0,1.085,PC,775.0,10.0,False,False,False,False,False,False,57,159,57,57,57,小辊线,False,False,False,False
