order_id,source_order_id,grade,steel_group,width,thickness,temp_mean,tons,backlog,due_date,roll_type,line_capability,priority,temp_min,temp_max,line,due_sort,campaign_id,campaign_tons,is_virtual,seq,prev_width,prev_thickness,prev_group,width_drop,narrow_to_wide,width_jump_violation,thickness_violation,temp_conflict,group_switch,non_pc_direct_switch,global_seq,line_seq,campaign_seq,line_name,campaign_real_seq
VIRTUAL-00001,,VIRTUAL_PC,普碳,1500.0,0.9,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1662.0,True,33,1500.0,1.0,PC,0.0,False,False,False,False,True,False,88,30,30,小轧线,0
VIRTUAL-00002,,VIRTUAL_PC,普碳,1500.0,0.7,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1662.0,True,34,1500.0,0.9,普碳,0.0,False,False,False,False,False,False,89,31,31,小轧线,0
0020049965-000070#M449,0020049965-000070,DC01-D,PC,1500.0,0.6,815.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,35,1500.0,0.7,普碳,0.0,False,False,False,False,True,False,90,32,32,小轧线,30
VIRTUAL-00003,,VIRTUAL_PC,普碳,1500.0,0.7,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1662.0,True,36,1500.0,0.6,PC,0.0,False,False,False,False,True,False,91,33,33,小轧线,0
0020049982-000020#M447,0020049982-000020,DC01,PC,1500.0,0.8,810.0,24.0,192.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,37,1500.0,0.7,普碳,0.0,False,False,False,False,True,False,92,34,34,小轧线,31
0020050276-000040#M254,0020050276-000040,DC01,PC,1500.0,1.0,810.0,24.0,53.48,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,38,1500.0,0.8,PC,0.0,False,False,False,False,False,False,93,35,35,小轧线,32
0020049981-000020#M440,0020049981-000020,DC01,PC,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,39,1500.0,1.0,PC,0.0,False,False,False,False,False,False,94,36,36,小轧线,33
0020050208-000040#M273,0020050208-000040,DC01,PC,1500.0,1.4,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,40,1500.0,1.2,PC,0.0,False,False,False,False,False,False,95,37,37,小轧线,34
0020050208-000020#M275,0020050208-000020,DC01,PC,1500.0,1.2,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,41,1500.0,1.4,PC,0.0,False,False,False,False,False,False,96,38,38,小轧线,35
0020049983-000130#M424,0020049983-000130,DC01,PC,1500.0,1.5,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,42,1500.0,1.2,PC,0.0,False,False,False,False,False,False,97,39,39,小轧线,36
0020050276-000020#M256,0020050276-000020,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,43,1500.0,1.5,PC,0.0,False,False,False,False,False,False,98,40,40,小轧线,37
0020050208-000060#M270,0020050208-000060,DC01,PC,1500.0,1.8,810.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,44,1500.0,1.8,PC,0.0,False,False,False,False,False,False,99,41,41,小轧线,38
0020049981-000040#M448,0020049981-000040,DC01,PC,1500.0,1.5,810.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,45,1500.0,1.8,PC,0.0,False,False,False,False,False,False,100,42,42,小轧线,39
0020050205-000130#M309,0020050205-000130,DC01,PC,1500.0,1.2,810.0,24.0,240.0,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,46,1500.0,1.5,PC,0.0,False,False,False,False,False,False,101,43,43,小轧线,40
0020049967-000040#M466,0020049967-000040,DC01-D,PC,1500.0,1.2,815.0,24.0,156.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,47,1500.0,1.2,PC,0.0,False,False,False,False,False,False,102,44,44,小轧线,41
0020049964-000010#M481,0020049964-000010,DC01-D,PC,1500.0,1.0,815.0,24.0,53.36,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,48,1500.0,1.2,PC,0.0,False,False,False,False,False,False,103,45,45,小轧线,42
0020049967-000030#M482,0020049967-000030,DC01-D,PC,1500.0,1.0,815.0,24.0,104.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,49,1500.0,1.0,PC,0.0,False,False,False,False,False,False,104,46,46,小轧线,43
0020049964-000030#M473,0020049964-000030,DC01-D,PC,1500.0,1.15,815.0,24.0,78.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,50,1500.0,1.0,PC,0.0,False,False,False,False,False,False,105,47,47,小轧线,44
0020049964-000060#M452,0020049964-000060,DC01-D,PC,1500.0,1.4,815.0,24.0,156.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,51,1500.0,1.15,PC,0.0,False,False,False,False,False,False,106,48,48,小轧线,45
0020049964-000090#M472,0020049964-000090,DC01-D,PC,1500.0,1.75,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,52,1500.0,1.4,PC,0.0,False,False,False,False,False,False,107,49,49,小轧线,46
0020049964-000110#M450,0020049964-000110,DC01-D,PC,1500.0,1.9,815.0,24.0,53.72,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,53,1500.0,1.75,PC,0.0,False,False,False,False,False,False,108,50,50,小轧线,47
0020049964-000100#M477,0020049964-000100,DC01-D,PC,1500.0,1.8,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,54,1500.0,1.9,PC,0.0,False,False,False,False,False,False,109,51,51,小轧线,48
0020049964-000050#M474,0020049964-000050,DC01-D,PC,1500.0,1.35,815.0,24.0,131.62,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,55,1500.0,1.8,PC,0.0,False,False,False,False,False,False,110,52,52,小轧线,49
0020049965-000050#M458,0020049965-000050,DC01-D,PC,1500.0,1.2,815.0,24.0,130.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,56,1500.0,1.35,PC,0.0,False,False,False,False,False,False,111,53,53,小轧线,50
0020049964-000070#M464,0020049964-000070,DC01-D,PC,1500.0,1.5,815.0,24.0,182.0,2025-10-31,大辊/小辊,dual,1.0,815.0,815.0,small_roll,2025-10-31,1,1662.0,False,57,1500.0,1.2,PC,0.0,False,False,False,False,False,False,112,54,54,小轧线,51
VIRTUAL-00004,,VIRTUAL_PC,普碳,1500.0,1.2,810.0,0.0,,,,,,790.0,830.0,small_roll,,1,1662.0,True,58,1500.0,1.5,PC,0.0,False,False,False,False,True,False,113,55,55,小轧线,0
0020049983-000060#M422,0020049983-000060,DC01,PC,1500.0,0.9,810.0,24.0,121.98,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,59,1500.0,1.2,普碳,0.0,False,False,False,False,True,False,114,56,56,小轧线,52
0030081403-000050#M704,0030081403-000050,T1500HS,HOTFORM,1455.0,1.2,840.0,24.0,104.0,2025-10-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-10-15,1,1662.0,False,61,1500.0,0.9,PC,45.0,False,False,True,False,True,True,115,57,57,小轧线,53
0030085399-000050#M142,0030085399-000050,T1500HS,HOTFORM,1455.0,1.4,840.0,24.0,104.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1662.0,False,62,1455.0,1.2,HOTFORM,0.0,False,False,False,False,False,False,116,58,58,小轧线,54
0030085364-000040#M141,0030085364-000040,T1500HS,HOTFORM,1448.0,1.6,840.0,24.0,78.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1662.0,False,64,1455.0,1.4,HOTFORM,7.0,False,False,False,False,False,False,117,59,59,小轧线,55
0030085363-000010#M130,0030085363-000010,T1500HS,HOTFORM,1372.0,1.4,840.0,24.0,78.0,2025-12-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-12-15,1,1662.0,False,65,1448.0,1.6,HOTFORM,76.0,False,False,False,False,False,False,118,60,60,小轧线,56
0030084275-000010#M328,0030084275-000010,HC420LA,低合金高强,1397.0,1.5,790.0,21.5,130.0,2025-10-31,小辊,small_only,1.0,790.0,790.0,small_roll,2025-10-31,1,1662.0,False,67,1372.0,1.4,HOTFORM,-25.0,True,False,False,False,True,True,119,61,61,小轧线,57
0030084745-000080#M219,0030084745-000080,HC340LA,低合金高强,1353.0,2.0,770.0,24.0,78.0,2025-10-31,小辊,small_only,1.0,770.0,770.0,small_roll,2025-10-31,1,1662.0,False,69,1397.0,1.5,低合金高强,44.0,False,False,True,False,False,False,120,62,62,小轧线,58
0030085175-000190#M120,0030085175-000190,T1500HS,HOTFORM,1335.0,1.2,840.0,22.5,75.0,2025-11-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-11-15,1,1662.0,False,71,1353.0,2.0,低合金高强,18.0,False,False,True,False,True,True,121,63,63,小轧线,59
0020050290-000010#M251,0020050290-000010,THS2-TY,IF钢,1258.0,1.0,795.0,21.0,128.6,2025-10-31,大辊/小辊,dual,1.0,795.0,795.0,small_roll,2025-10-31,1,1662.0,False,73,1335.0,1.2,HOTFORM,77.0,False,False,False,False,True,True,122,64,64,小轧线,60
0020049982-000040#M442,0020049982-000040,DC01,PC,1250.0,1.8,810.0,21.5,195.7,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,75,1258.0,1.0,IF钢,8.0,False,False,True,False,True,True,123,65,65,小轧线,61
0030085309-000010#M19,0030085309-000010,T1500HS,HOTFORM,1210.0,1.8,840.0,21.5,96.0,2025-12-15,5.0小辊,small_only,3.0,840.0,840.0,small_roll,2025-12-15,1,1662.0,False,76,1250.0,1.8,PC,40.0,False,False,False,False,True,True,124,66,66,小轧线,62
0030086425-000010#M16,0030086425-000010,HC340LA,低合金高强,1194.0,1.0,780.0,21.5,216.0,2025-11-10,小辊,small_only,1.0,780.0,780.0,small_roll,2025-11-10,1,1662.0,False,78,1210.0,1.8,HOTFORM,16.0,False,False,True,False,True,True,125,67,67,小轧线,63
0020049281-000040#M605,0020049281-000040,DC01,PC,919.0,1.2,810.0,18.5,204.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1662.0,False,80,1194.0,1.0,低合金高强,275.0,False,True,False,False,True,True,126,68,68,小轧线,64
0020050289-000010#M245,0020050289-000010,DC01,PC,919.0,1.0,810.0,18.5,150.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1662.0,False,81,919.0,1.2,PC,0.0,False,False,False,False,False,False,127,69,69,小轧线,65
0020050288-000010#M242,0020050288-000010,DC01,PC,919.0,1.0,810.0,18.5,120.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1662.0,False,82,919.0,1.0,PC,0.0,False,False,False,False,False,False,128,70,70,小轧线,66
0020049282-000020#M606,0020049282-000020,DC01,PC,919.0,1.0,810.0,18.5,180.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1662.0,False,84,919.0,1.0,PC,0.0,False,False,False,False,False,False,129,71,71,小轧线,67
0020049280-000030#M610,0020049280-000030,DC01,PC,919.0,1.0,810.0,18.5,210.0,2025-11-15,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-11-15,1,1662.0,False,85,919.0,1.0,PC,0.0,False,False,False,False,False,False,130,72,72,小轧线,68
0020049982-000030#M444,0020049982-000030,DC01,PC,1250.0,1.0,810.0,21.5,97.42,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,87,919.0,1.0,PC,-331.0,True,False,False,False,False,False,131,73,73,小轧线,69
0020050205-000100#M308,0020050205-000100,DC01,PC,1250.0,1.2,810.0,21.5,194.8,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,88,1250.0,1.0,PC,0.0,False,False,False,False,False,False,132,74,74,小轧线,70
0020049982-000010#M439,0020049982-000010,DC01,PC,1250.0,0.8,810.0,21.5,217.4,2025-10-31,大辊/小辊,dual,1.0,810.0,810.0,small_roll,2025-10-31,1,1662.0,False,90,1250.0,1.2,PC,0.0,False,False,True,False,False,False,133,75,75,小轧线,71
