order_id,grade,steel_group,width,thickness,temp_max,temp_min,temp_mean,tons,backlog,due_date,due_sort,width_cluster,seq,prev_width,prev_thickness,prev_group,width_jump,thickness_diff,group_switch,narrow_to_wide,width_jump_violation,thickness_violation,temp_overlap_ok,non_pc_direct_switch,campaign_id,campaign_tons
0030084068-000010,DC04,IF钢,1614,1.75,835,805,820.0,24.0,312.0,2025-10-31,2025-10-31,8,130,1200.0,2.0,IF钢,-414.0,0.25,False,True,False,False,True,False,4,727.0
0030082943-000020,DC05,IF钢,1500,1.45,845,815,830.0,24.0,78.0,2025-10-31,2025-10-31,5,131,1614.0,1.75,IF钢,114.0,0.30000000000000004,False,False,False,False,True,False,4,727.0
0030082941-000010,DC05,IF钢,1300,1.2,845,815,830.0,22.5,75.0,2025-10-31,2025-10-31,3,132,1500.0,1.45,IF钢,200.0,0.25,False,False,False,False,True,False,4,727.0
0030083988-000070,DC03,IF钢,1262,1.95,830,800,815.0,22.5,75.0,2025-10-31,2025-10-31,3,133,1300.0,1.2,IF钢,38.0,0.75,False,False,False,True,True,False,4,727.0
0030084050-000080,DC04,IF钢,1250,1.4,835,805,820.0,21.5,72.0,2025-10-31,2025-10-31,2,134,1262.0,1.95,IF钢,12.0,0.55,False,False,False,False,True,False,4,727.0
0020049982-000030,DC01,普碳,1250,1.0,850,770,810.0,21.5,97.42,2025-10-31,2025-10-31,2,135,1250.0,1.4,IF钢,0.0,0.3999999999999999,True,False,False,False,True,False,5,129.0
0020050205-000070,DC01,普碳,1250,1.0,850,770,810.0,21.5,120.0,2025-10-31,2025-10-31,2,136,1250.0,1.0,普碳,0.0,0.0,False,False,False,False,True,False,5,129.0
0020049982-000010,DC01,普碳,1250,0.8,850,770,810.0,21.5,217.4,2025-10-31,2025-10-31,2,137,1250.0,1.0,普碳,0.0,0.19999999999999996,False,False,False,False,True,False,5,129.0
0030085350-000190,HC300LA,低合金高强,1230,0.7,800,780,790.0,21.5,120.0,2025-10-31,2025-10-31,2,138,1250.0,0.8,普碳,20.0,0.10000000000000009,True,False,False,False,True,False,5,129.0
0030085323-000020,HC340LA,低合金高强,1194,0.7,810,790,800.0,21.5,72.0,2025-10-31,2025-10-31,1,139,1230.0,0.7,低合金高强,36.0,0.0,False,False,False,False,True,False,5,129.0
0030085323-000010,HC340LA,低合金高强,1134,0.7,810,790,800.0,21.5,88.0,2025-10-31,2025-10-31,0,140,1194.0,0.7,低合金高强,60.0,0.0,False,False,False,False,True,False,5,129.0
